
 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC__(ICRF),    APmag,  S-brt,      Illu%,  ObsSub-LON, ObsSub-LAT,  SunSub-LON, SunSub-LAT,  SN.ang,  SN.dist,    NP.ang,  NP.dist,             delta,     deldot,     S-O-T,/r,     S-T-O,  L_Ap_SOL_Time,
 2022-May-20 02:00,*, , 19 39 42.28, -26 35 40.0,  -11.371,  4.577,   79.72024,    2.576050,   6.383361,  309.283150,   0.200779,   83.92,   786.39,  349.4343,  971.834,  3.6646580424E+05,  0.3433818,  126.3556,/L,   53.5330,  09 49 00.1727,
 2022-May-20 03:00,*, , 19 42 28.67, -26 25 47.8,  -11.347,  4.588,   79.30199,    2.671101,   6.335526,  308.775102,   0.202229,   83.55,   789.72,  349.1973,  968.675,  3.6769521451E+05,  0.3365075,  125.7607,/L,   54.1267,  10 49 00.1452,
 2022-May-20 04:00,*, , 19 45 27.07, -26 16 06.2,  -11.322,  4.600,   78.84804,    2.810907,   6.301886,  308.267043,   0.203676,   83.17,   793.52,  348.9444,  965.663,  3.6886619738E+05,  0.3111135,  125.1201,/L,   54.7661,  11 49 00.1277,
 2022-May-20 05:00,*, , 19 48 36.20, -26 06 52.2,  -11.296,  4.613,   78.36146,    2.989899,   6.286762,  307.758973,   0.205121,   82.78,   797.85,  348.6776,  962.953,  3.6991483247E+05,  0.2689023,  124.4390,/L,   55.4458,  12 49 00.1120,
 2022-May-20 06:00,*, , 19 51 54.18, -25 58 19.9,  -11.271,  4.626,   77.84718,    3.200196,   6.293157,  307.250891,   0.206564,   82.39,   802.73,  348.3999,  960.681,  3.7078515338E+05,  0.2125642,  123.7253,/L,   56.1583,  13 49 00.0896,
 2022-May-20 07:00,*, , 19 55 18.60, -25 50 40.3,  -11.246,  4.640,   77.31171,    3.432139,   6.322609,  306.742798,   0.208004,   82.01,   808.17,  348.1149,  958.953,  3.7143239382E+05,  0.1455988,  122.9885,/L,   56.8939,  14 49 00.0526,
 2022-May-20 08:00,*, , 19 58 46.69, -25 44 00.1,  -11.222,  4.654,   76.76271,    3.674870,   6.375140,  306.234693,   0.209442,   81.64,   814.11,  347.8266,  957.841,  3.7182552974E+05,  0.0721045,  122.2396,/L,   57.6417,  15 48 59.9938,
 2022-May-20 09:00,*, , 20 02 15.47, -25 38 22.4,  -11.199,  4.668,   76.20863,    3.916957,   6.449278,  305.726577,   0.210877,   81.28,   820.51,  347.5393,  957.384,  3.7194902274E+05, -0.0034530,  121.4900,/L,   58.3902,  16 48 59.9075,
 2022-May-20 10:00,*, , 20 05 41.92, -25 33 46.0,  -11.179,  4.681,   75.65821,    4.147024,   6.542161,  305.218449,   0.212310,   80.94,   827.27,  347.2571,  957.581,  3.7180370630E+05, -0.0764845,  120.7514,/L,   59.1279,  17 48 59.7899,
 2022-May-20 11:00,*, , 20 09 03.11, -25 30 05.4,  -11.160,  4.695,   75.11995,    4.354366,   6.649703,  304.710309,   0.213740,   80.62,   834.28,  346.9840,  958.396,  3.7140678476E+05, -0.1425249,  120.0347,/L,   59.8438,  18 48 59.6392,
 2022-May-20 12:00,N, , 20 12 16.39, -25 27 11.9,  -11.143,  4.707,   74.60169,    4.529548,   6.766827,  304.202158,   0.215168,   80.32,   841.40,  346.7235,  959.757,  3.7079094039E+05, -0.1974800,  119.3496,/L,   60.5283,  19 48 59.4557,
 2022-May-20 13:00,A, , 20 15 19.51, -25 24 52.9,  -11.129,  4.719,   74.11003,    4.664955,   6.887753,  303.693994,   0.216593,   80.04,   848.51,  346.4785,  961.559,  3.7000256966E+05, -0.2378625,  118.7040,/L,   61.1734,  20 48 59.2420,
 2022-May-20 14:00, , , 20 18 10.78, -25 22 53.2,  -11.116,  4.730,   73.64993,    4.755277,   7.006334,  303.185819,   0.218016,   79.78,   855.44,  346.2509,  963.670,  3.6909920025E+05, -0.2610090,  118.1035,/L,   61.7734,  21 48 59.0026,
 2022-May-20 15:00, , , 20 20 49.18, -25 20 55.6,  -11.106,  4.740,   73.22430,    4.797895,   7.116433,  302.677632,   0.219437,   79.55,   862.05,  346.0421,  965.935,  3.6814617999E+05, -0.2652655,  117.5511,/L,   62.3256,  22 48 58.7438,
 2022-May-20 16:00, , , 20 23 14.45, -25 18 41.8,  -11.096,  4.750,   72.83374,    4.793132,   7.212328,  302.169434,   0.220854,   79.33,   868.20,  345.8521,  968.186,  3.6721277722E+05, -0.2501262,  117.0466,/L,   62.8298,  23 48 58.4730,
 2022-May-20 17:00, ,m, 20 25 27.13, -25 15 53.4,  -11.087,  4.758,   72.47639,    4.744337,   7.289114,  301.661223,   0.222269,   79.12,   873.76,  345.6802,  970.253,  3.6636788800E+05, -0.2163105,  116.5871,/L,   63.2891,  00 48 58.1985,
 2022-May-20 18:00, ,m, 20 27 28.56, -25 12 13.6,  -11.079,  4.766,   72.14801,    4.657760,   7.343075,  301.153001,   0.223682,   78.92,   878.62,  345.5244,  971.973,  3.6567560234E+05, -0.1657619,  116.1664,/L,   63.7095,  01 48 57.9287,
 2022-May-20 19:00, ,m, 20 29 20.83, -25 07 28.1,  -11.070,  4.773,   71.84215,    4.542215,   7.371994,  300.644766,   0.225092,   78.73,   882.73,  345.3819,  973.199,  3.6519092919E+05, -0.1015598,  115.7759,/L,   64.0998,  02 48 57.6717,
 2022-May-20 20:00,N,m, 20 31 06.65, -25 01 26.1,  -11.060,  4.780,   71.55060,    4.408516,   7.375362,  300.136520,   0.226499,   78.54,   886.05,  345.2493,  973.818,  3.6495600557E+05, -0.0277393,  115.4048,/L,   64.4706,  03 48 57.4345,
 2022-May-20 21:00,*,m, 20 32 49.14, -24 54 01.9,  -11.049,  4.786,   71.26396,    4.268738,   7.354447,  299.628262,   0.227904,   78.34,   888.62,  345.1225,  973.755,  3.6499710768E+05,  0.0509724,  115.0410,/L,   64.8340,  04 48 57.2229,
 2022-May-20 22:00,*,m, 20 34 31.63, -24 45 14.5,  -11.036,  4.793,   70.97231,    4.135352,   7.312227,  299.119991,   0.229306,   78.14,   890.49,  344.9973,  972.979,  3.6532273401E+05,  0.1294838,  114.6719,/L,   65.2027,  05 48 57.0406,
 2022-May-20 23:00,*,m, 20 36 17.41, -24 35 08.5,  -11.020,  4.800,   70.66596,    4.020315,   7.253159,  298.611709,   0.230705,   77.92,   891.78,  344.8694,  971.511,  3.6592294274E+05,  0.2027027,  114.2852,/L,   65.5888,  06 48 56.8896,
 2022-May-21 00:00,*,m, 20 38 09.48, -24 23 53.1,  -11.003,  4.808,   70.33614,    3.934211,   7.182835,  298.103414,   0.232102,   77.69,   892.62,  344.7350,  969.418,  3.6677000991E+05,  0.2659002,  113.8702,/L,   66.0031,  07 48 56.7695,
 2022-May-21 01:00,*,m, 20 40 10.38, -24 11 41.5,  -10.983,  4.816,   69.97560,    3.885521,   7.107537,  297.595108,   0.233496,   77.45,   893.16,  344.5912,  966.809,  3.6782034753E+05,  0.3150416,  113.4180,/L,   66.4545,  08 48 56.6777,
 2022-May-21 02:00,*, , 20 42 21.93, -23 58 49.7,  -10.961,  4.825,   69.57914,    3.880078,   7.033752,  297.086789,   0.234887,   77.19,   893.58,  344.4356,  963.826,  3.6901750444E+05,  0.3470529,  112.9225,/L,   66.9491,  09 48 56.6096,
 2022-May-21 03:00,*, , 20 44 45.25, -23 45 35.4,  -10.936,  4.835,   69.14384,    3.920760,   6.967699,  296.578458,   0.236276,   76.91,   894.04,  344.2672,  960.635,  3.7029598421E+05,  0.3600057,  112.3806,/L,   67.4901,  10 48 56.5591,
 2022-May-21 04:00,*, , 20 47 20.61, -23 32 16.4,  -10.911,  4.845,   68.66926,    4.007403,   6.914892,  296.070114,   0.237662,   76.62,   894.67,  344.0857,  957.408,  3.7158556474E+05,  0.3532108,  111.7922,/L,   68.0775,  11 48 56.5186,
 2022-May-21 05:00,*, , 20 50 07.51, -23 19 09.6,  -10.884,  4.857,   68.15733,    4.136928,   6.879794,  295.561758,   0.239045,   76.33,   895.62,  343.8922,  954.320,  3.7281579507E+05,  0.3272243,  111.1603,/L,   68.7083,  12 48 56.4799,
 2022-May-21 06:00,*, , 20 53 04.72, -23 06 30.0,  -10.857,  4.869,   67.61225,    4.303642,   6.865560,  295.053390,   0.240425,   76.03,   896.98,  343.6884,  951.529,  3.7392036800E+05,  0.2837745,  110.4905,/L,   69.3772,  13 48 56.4345,
 2022-May-21 07:00,*, , 20 56 10.40, -22 54 30.0,  -10.829,  4.882,   67.04009,    4.499673,   6.873884,  294.545008,   0.241803,   75.72,   898.81,  343.4768,  949.175,  3.7484111246E+05,  0.2256262,  109.7907,/L,   70.0760,  14 48 56.3745,
 2022-May-21 08:00,*, , 20 59 22.20, -22 43 18.8,  -10.803,  4.895,   66.44849,    4.715491,   6.904942,  294.036615,   0.243178,   75.42,   901.17,  343.2603,  947.368,  3.7553140367E+05,  0.1563958,  109.0705,/L,   70.7954,  15 48 56.2928,
 2022-May-21 09:00,*, , 21 02 37.42, -22 33 01.9,  -10.777,  4.908,   65.84616,    4.940482,   6.957428,  293.528208,   0.244550,   75.12,   904.07,  343.0423,  946.186,  3.7595884294E+05,  0.0803323,  108.3405,/L,   71.5247,  16 48 56.1835,
 2022-May-21 10:00,*, , 21 05 53.16, -22 23 41.3,  -10.753,  4.921,   65.24239,    5.163552,   7.028656,  293.019789,   0.245919,   74.83,   907.48,  342.8263,  945.669,  3.7610710539E+05,  0.0020758,  107.6120,/L,   72.2526,  17 48 56.0429,
 2022-May-21 11:00,*, , 21 09 06.47, -22 15 15.5,  -10.731,  4.934,   64.64654,    5.373730,   7.114740,  292.511358,   0.247286,   74.55,   911.35,  342.6155,  945.820,  3.7597689219E+05, -0.0735972,  106.8960,/L,   72.9680,  18 48 55.8691,
 2022-May-21 12:00,N, , 21 12 14.52, -22 07 39.1,  -10.711,  4.947,   64.06753,    5.560765,   7.210824,  292.002913,   0.248650,   74.28,   915.61,  342.4130,  946.605,  3.7558595380E+05, -0.1420338,  106.2030,/L,   73.6606,  19 48 55.6626,
 2022-May-21 13:00,A, , 21 15 14.74, -22 00 43.8,  -10.693,  4.959,   63.51327,    5.715691,   7.311357,  291.494456,   0.250011,   74.02,   920.16,  342.2214,  947.952,  3.7496817711E+05, -0.1989639,  105.5421,/L,   74.3213,  20 48 55.4258,
 2022-May-21 14:00, , , 21 18 04.98, -21 54 18.3,  -10.677,  4.970,   62.99024,    5.831353,   7.410419,  290.985986,   0.251369,   73.79,   924.87,  342.0429,  949.758,  3.7417175639E+05, -0.2407486,  104.9204,/L,   74.9429,  21 48 55.1633,
 2022-May-21 15:00, , , 21 20 43.60, -21 48 09.1,  -10.664,  4.981,   62.50302,    5.902862,   7.502074,  290.477503,   0.252724,   73.56,   929.60,  341.8789,  951.888,  3.7325650038E+05, -0.2646095,  104.3430,/L,   75.5202,  22 48 54.8813,
 2022-May-21 16:00, , , 21 23 09.67, -21 42 00.9,  -10.652,  4.990,   62.05395,    5.927961,   7.580741,  289.969007,   0.254077,   73.36,   934.21,  341.7301,  954.184,  3.7229036971E+05, -0.2688249,  103.8122,/L,   76.0510,  23 48 54.5874,
 2022-May-21 17:00, ,m, 21 25 22.97, -21 35 38.1,  -10.641,  4.999,   61.64291,    5.907249,   7.641574,  289.460499,   0.255427,   73.17,   938.52,  341.5964,  956.477,  3.7134539062E+05, -0.2528772,  103.3275,/L,   76.5358,  00 48 54.2898,
 2022-May-21 18:00, ,m, 21 27 24.07, -21 28 45.0,  -10.631,  5.007,   61.26724,    5.844245,   7.680814,  288.951978,   0.256773,   73.00,   942.39,  341.4772,  958.589,  3.7049315127E+05, -0.2175345,  102.8853,/L,   76.9781,  01 48 53.9969,
 2022-May-21 19:00, ,m, 21 29 14.33, -21 21 07.4,  -10.622,  5.015,   60.92182,    5.745254,   7.696091,  288.443444,   0.258118,   72.84,   945.68,  341.3708,  960.350,  3.6980014792E+05, -0.1648502,  102.4795,/L,   77.3840,  02 48 53.7168,
 2022-May-21 20:00,N,m, 21 30 55.80, -21 12 33.8,  -10.612,  5.021,   60.59941,    5.619015,   7.686641,  287.934898,   0.259459,   72.68,   948.28,  341.2750,  961.612,  3.6932329983E+05, -0.0980680,  102.1012,/L,   77.7623,  03 48 53.4565,
 2022-May-21 21:00,*,m, 21 32 31.14, -21 02 55.8,  -10.601,  5.028,   60.29104,    5.476144,   7.653409,  287.426339,   0.260797,   72.54,   950.11,  341.1871,  962.253,  3.6910597938E+05, -0.0214312,  101.7398,/L,   78.1236,  04 48 53.2218,
 2022-May-21 22:00,*,m, 21 34 03.38, -20 52 09.1,  -10.589,  5.034,   59.98674,    5.328401,   7.599006,  286.917767,   0.262133,   72.39,   951.16,  341.1039,  962.196,  3.6917489560E+05,  0.0600983,  101.3835,/L,   78.4797,  05 48 53.0166,
 2022-May-21 23:00,*,m, 21 35 35.78, -20 40 14.1,  -10.575,  5.041,   59.67614,    5.187848,   7.527533,  286.409183,   0.263466,   72.24,   951.43,  341.0222,  961.409,  3.6953811729E+05,  0.1411880,  101.0203,/L,   78.8426,  06 48 52.8426,
 2022-May-22 00:00,*,m, 21 37 11.50, -20 27 15.3,  -10.558,  5.048,   59.34936,    5.065970,   7.444266,  285.900586,   0.264796,   72.09,   951.00,  340.9388,  959.914,  3.7018442693E+05,  0.2165201,  100.6385,/L,   79.2240,  07 48 52.6996,
 2022-May-22 01:00,*,m, 21 38 53.43, -20 13 21.3,  -10.539,  5.055,   58.99760,    4.972848,   7.355237,  285.391976,   0.266123,   71.93,   949.96,  340.8511,  957.780,  3.7108407142E+05,  0.2811759,  100.2280,/L,   79.6340,  08 48 52.5849,
 2022-May-22 02:00,*,m, 21 40 43.99, -19 58 43.8,  -10.517,  5.064,   58.61386,    4.916472,   7.266770,  284.883353,   0.267447,   71.76,   948.46,  340.7567,  955.121,  3.7219083934E+05,  0.3309825,   99.7807,/L,   80.0807,  09 48 52.4940,
 2022-May-22 03:00,*, , 21 42 44.92, -19 43 36.7,  -10.493,  5.073,   58.19332,    4.902238,   7.184989,  284.374718,   0.268769,   71.58,   946.65,  340.6541,  952.085,  3.7344527023E+05,  0.3627908,   99.2912,/L,   80.5695,  10 48 52.4206,
 2022-May-22 04:00,*, , 21 44 57.24, -19 28 14.9,  -10.467,  5.082,   57.73363,    4.932666,   7.115388,  283.866070,   0.270087,   71.39,   944.70,  340.5427,  948.842,  3.7477870885E+05,  0.3746647,   98.7570,/L,   81.1030,  11 48 52.3574,
 2022-May-22 05:00,*, , 21 47 21.18, -19 12 53.1,  -10.439,  5.093,   57.23499,    5.007339,   7.062457,  283.357409,   0.271403,   71.18,   942.77,  340.4225,  945.573,  3.7611786696E+05,  0.3659737,   98.1785,/L,   81.6808,  12 48 52.2960,
 2022-May-22 06:00,*, , 21 49 56.20, -18 57 45.1,  -10.410,  5.104,   56.70005,    5.123052,   7.029412,  282.848735,   0.272716,   70.97,   941.03,  340.2944,  942.453,  3.7738954811E+05,  0.3373919,   97.5588,/L,   82.2998,  13 48 52.2280,
 2022-May-22 07:00,*, , 21 52 41.08, -18 43 02.9,  -10.381,  5.116,   56.13364,    5.274106,   7.018038,  282.340048,   0.274026,   70.75,   939.59,  340.1598,  939.649,  3.7852521821E+05,  0.2908157,   96.9038,/L,   82.9542,  14 48 52.1453,
 2022-May-22 08:00,*, , 21 55 33.99, -18 28 56.0,  -10.352,  5.129,   55.54248,    5.452745,   7.028627,  281.831348,   0.275333,   70.53,   938.58,  340.0207,  937.300,  3.7946515500E+05,  0.2292152,   96.2212,/L,   83.6362,  15 48 52.0408,
 2022-May-22 09:00,*, , 21 58 32.61, -18 15 31.0,  -10.323,  5.142,   54.93466,    5.649656,   7.060013,  281.322635,   0.276638,   70.30,   938.06,  339.8794,  935.519,  3.8016196760E+05,  0.1564355,   95.5204,/L,   84.3365,  16 48 51.9088,
 2022-May-22 10:00,*, , 22 01 34.32, -18 02 51.9,  -10.295,  5.155,   54.31921,    5.854531,   7.109684,  280.813909,   0.277939,   70.08,   938.10,  339.7383,  934.382,  3.8058333481E+05,  0.0769631,   94.8119,/L,   85.0447,  17 48 51.7455,
 2022-May-22 11:00,*, , 22 04 36.29, -17 50 59.2,  -10.269,  5.168,   53.70553,    6.056641,   7.173965,  280.305170,   0.279238,   69.85,   938.71,  339.5998,  933.930,  3.8071385957E+05, -0.0043292,   94.1062,/L,   85.7501,  18 48 51.5490,
 2022-May-22 12:00,N, , 22 07 35.68, -17 39 50.8,  -10.245,  5.180,   53.10295,    6.245419,   7.248247,  279.796418,   0.280534,   69.64,   939.87,  339.4663,  934.165,  3.8055597659E+05, -0.0824521,   93.4141,/L,   86.4422,  19 48 51.3197,
 2022-May-22 13:00,A, , 22 10 29.74, -17 29 21.7,  -10.223,  5.193,   52.52012,    6.411029,   7.327262,  279.287653,   0.281827,   69.43,   941.55,  339.3396,  935.047,  3.8012988104E+05, -0.1525728,   92.7453,/L,   87.1111,  20 48 51.0601,
 2022-May-22 14:00, , , 22 13 16.04, -17 19 24.3,  -10.203,  5.205,   51.96457,    6.544916,   7.405389,  278.778875,   0.283117,   69.23,   943.65,  339.2216,  936.502,  3.7947247392E+05, -0.2102867,   92.1082,/L,   87.7483,  21 48 50.7748,
 2022-May-22 15:00, , , 22 15 52.53, -17 09 49.1,  -10.186,  5.216,   51.44225,    6.640299,   7.476987,  278.270084,   0.284405,   69.04,   946.07,  339.1134,  938.419,  3.7863534788E+05, -0.2518775,   91.5096,/L,   88.3471,  22 48 50.4700,
 2022-May-22 16:00, , , 22 18 17.71, -17 00 24.9,  -10.171,  5.226,   50.95716,    6.692621,   7.536739,  277.761280,   0.285690,   68.87,   948.68,  339.0157,  940.659,  3.7768187241E+05, -0.2745552,   90.9540,/L,   88.9031,  23 48 50.1533,
 2022-May-22 17:00, , , 22 20 30.74, -16 50 59.5,  -10.158,  5.235,   50.51102,    6.699885,   7.579999,  277.252463,   0.286971,   68.72,   951.32,  338.9289,  943.058,  3.7668348279E+05, -0.2766581,   90.4431,/L,   89.4144,  00 48 49.8329,
 2022-May-22 18:00, ,m, 22 22 31.52, -16 41 20.5,  -10.146,  5.244,   50.10314,    6.662871,   7.603119,  276.743633,   0.288250,   68.58,   953.82,  338.8526,  945.437,  3.7571533280E+05, -0.2578012,   89.9760,/L,   89.8818,  01 48 49.5172,
 2022-May-22 19:00,A,m, 22 24 20.69, -16 31 16.0,  -10.135,  5.252,   49.73035,    6.585188,   7.603729,  276.234791,   0.289527,   68.45,  -956.01,  338.7862,  947.614,  3.7485153689E+05, -0.2189530,   89.5492,/L,   90.3089,  02 48 49.2142,
 2022-May-22 20:00,N,m, 22 25 59.65, -16 20 35.6,  -10.124,  5.259,   49.38716,    6.473126,   7.580952,  275.725936,   0.290800,   68.34,  -957.71,  338.7284,  949.415,  3.7416029124E+05, -0.1624230,   89.1562,/L,   90.7022,  03 48 48.9312,
 2022-May-22 21:00,*,m, 22 27 30.48, -16 09 11.1,  -10.113,  5.266,   49.06608,    6.335304,   7.535509,  275.217068,   0.292071,   68.24,  -958.80,  338.6776,  950.687,  3.7369921694E+05, -0.0917498,   88.7885,/L,   91.0701,  04 48 48.6738,
 2022-May-22 22:00,*,m, 22 28 55.80, -15 56 57.1,  -10.100,  5.273,   48.75811,    6.182115,   7.469711,  274.708188,   0.293338,   68.15,  -959.15,  338.6320,  951.309,  3.7351129366E+05, -0.0114858,   88.4356,/L,   91.4231,  05 48 48.4458,
 2022-May-22 23:00,*,m, 22 30 18.60, -15 43 51.4,  -10.086,  5.279,   48.45333,    6.025006,   7.387308,  274.199295,   0.294603,   68.06,  -958.71,  338.5895,  951.206,  3.7362173825E+05,  0.0731099,   88.0863,/L,   91.7724,  06 48 48.2493,
 2022-May-23 00:00,*,m, 22 31 42.01, -15 29 55.4,  -10.070,  5.286,   48.14168,    5.875655,   7.293215,  273.690389,   0.295866,   67.98,  -957.44,  338.5481,  950.353,  3.7403612011E+05,  0.1564467,   87.7289,/L,   92.1297,  07 48 48.0836,
 2022-May-23 01:00,*,m, 22 33 09.07, -15 15 13.8,  -10.051,  5.293,   47.81364,    5.745120,   7.193130,  273.181470,   0.297125,   67.89,  -955.39,  338.5057,  948.779,  3.7473989884E+05,  0.2330108,   87.3525,/L,   92.5059,  08 48 47.9464,
 2022-May-23 02:00,*,m, 22 34 42.55, -14 59 54.1,  -10.030,  5.301,   47.46092,    5.643049,   7.093087,  272.672539,   0.298382,   67.80,  -952.63,  338.4607,  946.563,  3.7569943245E+05,  0.2977671,   86.9476,/L,   92.9105,  09 48 47.8330,
 2022-May-23 03:00,*,m, 22 36 24.69, -14 44 05.7,  -10.006,  5.309,   47.07707,    5.577024,   6.998986,  272.163596,   0.299636,   67.70,  -949.29,  338.4119,  943.828,  3.7686435895E+05,  0.3465145,   86.5068,/L,   93.3510,  10 48 47.7373,
 2022-May-23 04:00,*,m, 22 38 17.10, -14 27 59.6,   -9.980,  5.318,   46.65785,    5.552093,   6.916153,  271.654639,   0.300887,   67.59,  -945.51,  338.3586,  940.733,  3.7817112629E+05,  0.3761642,   86.0251,/L,   93.8322,  11 48 47.6516,
 2022-May-23 05:00,*, , 22 40 20.66, -14 11 47.1,   -9.952,  5.328,   46.20146,    5.570510,   6.848969,  271.145671,   0.302135,   67.47,  -941.46,  338.3005,  937.455,  3.7954735327E+05,  0.3849213,   85.5004,/L,   94.3565,  12 48 47.5678,
 2022-May-23 06:00,*, , 22 42 35.51, -13 55 39.0,   -9.921,  5.339,   45.70859,    5.631698,   6.800594,  270.636689,   0.303381,   67.34,  -937.33,  338.2379,  934.179,  3.8091665935E+05,  0.3723633,   84.9334,/L,   94.9231,  13 48 47.4774,
 2022-May-23 07:00,*, , 22 45 01.02, -13 39 45.0,   -9.890,  5.350,   45.18227,    5.732393,   6.772798,  270.127695,   0.304624,   67.20,  -933.27,  338.1717,  931.087,  3.8220360092E+05,  0.3394228,   84.3275,/L,   95.5286,  14 48 47.3724,
 2022-May-23 08:00,*, , 22 47 35.92, -13 24 13.3,   -9.858,  5.363,   44.62759,    5.866948,   6.765899,  269.618688,   0.305864,   67.06,  -929.44,  338.1029,  928.344,  3.8333838756E+05,  0.2882852,   83.6883,/L,   96.1675,  15 48 47.2456,
 2022-May-23 09:00,*, , 22 50 18.36, -13 09 10.0,   -9.826,  5.375,   44.05132,    6.027744,   6.778802,  269.109668,   0.307101,   66.91,  -925.99,  338.0328,  926.090,  3.8426110777E+05,  0.2222213,   83.0236,/L,   96.8321,  16 48 47.0913,
 2022-May-23 10:00,*, , 22 53 06.05, -12 54 39.0,   -9.795,  5.388,   43.46148,    6.205685,   6.809116,  268.600636,   0.308336,   66.75,  -923.01,  337.9630,  924.434,  3.8492525751E+05,  0.1453703,   82.3424,/L,   97.5132,  17 48 46.9056,
 2022-May-23 11:00,*, , 22 55 56.39, -12 40 41.9,   -9.764,  5.402,   42.86684,    6.390733,   6.853340,  268.091591,   0.309568,   66.59,  -920.58,  337.8949,  923.449,  3.8530042414E+05,  0.0624899,   81.6547,/L,   98.2010,  18 48 46.6867,
 2022-May-23 12:00,C, , 22 58 46.62, -12 27 18.3,   -9.736,  5.415,   42.27639,    6.572466,   6.907092,  267.582533,   0.310797,   66.43,  -918.75,  337.8298,  923.168,  3.8537402909E+05, -0.0213152,   80.9707,/L,   98.8852,  19 48 46.4350,
 2022-May-23 13:00,A, , 23 01 33.99, -12 14 25.3,   -9.709,  5.428,   41.69888,    6.740636,   6.965387,  267.073463,   0.312024,   66.27,  -917.54,  337.7691,  923.585,  3.8515207173E+05, -0.1008753,   80.3007,/L,   99.5556,  20 48 46.1530,
 2022-May-23 14:00, , , 23 04 15.87, -12 01 58.7,   -9.685,  5.440,   41.14233,    6.885729,   7.022927,  266.564380,   0.313248,   66.12,  -916.91,  337.7135,  924.656,  3.8465884865E+05, -0.1712414,   79.6538,/L,  100.2029,  21 48 45.8453,
 2022-May-23 15:00, , , 23 06 49.94, -11 49 52.2,   -9.663,  5.452,   40.61356,    6.999489,   7.074417,  266.055285,   0.314469,   65.98,  -916.81,  337.6637,  926.294,  3.8393565075E+05, -0.2279663,   79.0382,/L,  100.8191,  22 48 45.5181,
 2022-May-23 16:00, , , 23 09 14.30, -11 37 58.5,   -9.643,  5.463,   40.11782,    7.075415,   7.114885,  265.546177,   0.315688,   65.85,  -917.13,  337.6201,  928.383,  3.8303847067E+05, -0.2673716,   78.4599,/L,  101.3980,  23 48 45.1790,
