
 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC__(ICRF),    APmag,  S-brt,      Illu%,  ObsSub-LON, ObsSub-LAT,  SunSub-LON, SunSub-LAT,  SN.ang,  SN.dist,    NP.ang,  NP.dist,             delta,     deldot,     S-O-T,/r,     S-T-O,  L_Ap_SOL_Time,
 2021-Sep-05 00:00,*,m, 09 25 36.62, +19 54 53.4,   -6.415,  6.398,    4.80471,  355.310803,  -6.015244,  200.295783,   1.530979,  117.94,  -402.23,   18.7467, -935.199,  3.8108753932E+05, -0.2649116,   25.2665,/L,  154.6714,  07 46 44.7597,
 2021-Sep-05 01:00,*,m, 09 27 10.85, +19 47 30.3,   -6.391,  6.398,    4.67662,  355.153220,  -6.016988,  199.785985,   1.530666,  118.20,  -397.97,   18.8383, -937.247,  3.8025349339E+05, -0.1964639,   24.9221,/L,  155.0167,  08 46 45.6549,
 2021-Sep-05 02:00,*,m, 09 28 39.57, +19 39 07.3,   -6.365,  6.398,    4.55424,  354.980717,  -5.996703,  199.276184,   1.530352,  118.39,  -393.57,   18.9229, -938.686,  3.7968468449E+05, -0.1183512,   24.5888,/L,  155.3509,  09 46 46.5742,
 2021-Sep-05 03:00,*,m, 09 30 05.72, +19 29 40.4,   -6.338,  6.398,    4.43350,  354.804733,  -5.957039,  198.766379,   1.530037,  118.54,  -388.85,   19.0036, -939.441,  3.7940690433E+05, -0.0356630,   24.2557,/L,  155.6848,  10 46 47.5116,
 2021-Sep-05 04:00,*,m, 09 31 32.45, +19 19 09.9,   -6.308,  6.397,    4.31053,  354.637011,  -5.902023,  198.256571,   1.529721,  118.66,  -383.64,   19.0835, -939.486,  3.7942689124E+05,  0.0461684,   23.9119,/L,  156.0294,  11 46 48.4601,
 2021-Sep-05 05:00,*,m, 09 33 02.82, +19 07 40.0,   -6.275,  6.396,    4.18192,  354.488743,  -5.836752,  197.746760,   1.529404,  118.77,  -377.83,   19.1658, -938.841,  3.7973180018E+05,  0.1217616,   23.5473,/L,  156.3948,  12 46 49.4118,
 2021-Sep-05 06:00,*,m, 09 34 39.64, +18 55 18.5,   -6.237,  6.394,    4.04502,  354.369770,  -5.766996,  197.236945,   1.529087,  118.89,  -371.31,   19.2530, -937.579,  3.8029009283E+05,  0.1861749,   23.1532,/L,  156.7898,  13 46 50.3588,
 2021-Sep-05 07:00,*,m, 09 36 25.23, +18 42 16.1,   -6.195,  6.392,    3.89807,  354.287895,  -5.698751,  196.727127,   1.528768,  119.04,  -364.05,   19.3473, -935.812,  3.8105376396E+05,  0.2352540,   22.7229,/L,  157.2209,  14 46 51.2935,
 2021-Sep-05 08:00,*,m, 09 38 21.29, +18 28 45.5,   -6.148,  6.389,    3.74035,  354.248396,  -5.637785,  196.217306,   1.528448,  119.24,  -356.05,   19.4502, -933.686,  3.8196169622E+05,  0.2659072,   22.2524,/L,  157.6924,  15 46 52.2089,
 2021-Sep-05 09:00,*,m, 09 40 28.78, +18 15 00.5,   -6.097,  6.384,    3.57219,  354.253740,  -5.589224,  195.707481,   1.528128,  119.50,  -347.37,   19.5623, -931.369,  3.8294384421E+05,  0.2762883,   21.7401,/L,  158.2057,  16 46 53.0997,
 2021-Sep-05 10:00,*,m, 09 42 47.91, +18 01 14.5,   -6.041,  6.379,    3.39493,  354.303518,  -5.557209,  195.197654,   1.527806,  119.84,  -338.08,   19.6834, -929.037,  3.8392590110E+05,  0.2658819,   21.1873,/L,  158.7596,  17 46 53.9620,
 2021-Sep-05 11:00,C, , 09 45 18.16, +17 47 40.2,   -5.983,  6.372,    3.21073,  354.394581,  -5.544648,  194.687824,   1.527484,  120.28,  -328.32,   19.8128, -926.864,  3.8483409711E+05,  0.2354930,   20.5980,/L,  159.3502,  18 46 54.7943,
 2021-Sep-05 12:00,A, , 09 47 58.29, +17 34 28.6,   -5.922,  6.363,    3.02241,  354.521329,  -5.553069,  194.177991,   1.527160,  120.81,  -318.22,   19.9488, -925.011,  3.8559980970E+05,  0.1871549,   19.9784,/L,  159.9712,  19 46 55.5966,
 2021-Sep-05 13:00, , , 09 50 46.50, +17 21 48.5,   -5.860,  6.351,    2.83315,  354.676130,  -5.582566,  193.668155,   1.526836,  121.46,  -307.95,   20.0896, -923.613,  3.8616371775E+05,  0.1239712,   19.3366,/L,  160.6145,  20 46 56.3715,
 2021-Sep-05 14:00, , , 09 53 40.53, +17 09 46.1,   -5.797,  6.338,    2.64624,  354.849819,  -5.631839,  193.158316,   1.526511,  122.21,  -297.66,   20.2327, -922.781,  3.8647929300E+05,  0.0499081,   18.6820,/L,  161.2706,  21 46 57.1231,
 2021-Sep-05 15:00, , , 09 56 37.77, +16 58 24.7,   -5.736,  6.323,    2.46484,  355.032239,  -5.698308,  192.648475,   1.526185,  123.06,  -287.52,   20.3758, -922.589,  3.8651548025E+05, -0.0304465,   18.0249,/L,  161.9294,  22 46 57.8573,
 2021-Sep-05 16:00, , , 09 59 35.44, +16 47 45.0,   -5.676,  6.305,    2.29175,  355.212822,  -5.778290,  192.138630,   1.525859,  124.00,  -277.67,   20.5165, -923.073,  3.8625846828E+05, -0.1121452,   17.3755,/L,  162.5803,  23 46 58.5812,
 2021-Sep-05 17:00, , , 10 02 30.75, +16 37 44.8,   -5.618,  6.285,    2.12925,  355.381155,  -5.867226,  191.628784,   1.525531,  125.01,  -268.25,   20.6523, -924.233,  3.8571249348E+05, -0.1901546,   16.7437,/L,  163.2137,  00 46 59.3026,
 2021-Sep-05 18:00, , , 10 05 21.00, +16 28 19.3,   -5.565,  6.264,    1.97895,  355.527554,  -5.959949,  191.118935,   1.525203,  126.08,  -259.35,   20.7814, -926.030,  3.8489964988E+05, -0.2596329,   16.1381,/L,  163.8209,  01 47 00.0295,
 2021-Sep-05 19:00, , , 10 08 03.80, +16 19 21.5,   -5.515,  6.242,    1.84180,  355.643600,  -6.050983,  190.609084,   1.524874,  127.17,  -251.06,   20.9020, -928.386,  3.8385870771E+05, -0.3162019,   15.5655,/L,  164.3951,  02 47 00.7696,
 2021-Sep-05 20:00, , , 10 10 37.14, +16 10 42.3,   -5.470,  6.218,    1.71803,  355.722641,  -6.134874,  190.099230,   1.524544,  128.25,  -243.40,   21.0128, -931.190,  3.8264297142E+05, -0.3562067,   15.0304,/L,  164.9316,  03 47 01.5296,
 2021-Sep-05 21:00,N,m, 10 12 59.58, +16 02 11.1,   -5.429,  6.195,    1.60722,  355.760226,  -6.206519,  189.589375,   1.524213,  129.29,  -236.37,   21.1133, -934.301,  3.8131724384E+05, -0.3769506,   14.5352,/L,  165.4282,  04 47 02.3150,
 2021-Sep-05 22:00,*,m, 10 15 10.30, +15 53 36.5,   -5.391,  6.171,    1.50842,  355.754449,  -6.261508,  189.079518,   1.523881,  130.27,  -229.93,   21.2030, -937.555,  3.7995400925E+05, -0.3768915,   14.0792,/L,  165.8854,  05 47 03.1296,
 2021-Sep-05 23:00,*,m, 10 17 09.22, +15 44 46.7,   -5.357,  6.147,    1.42021,  355.706154,  -6.296438,  188.569659,   1.523549,  131.15,  -223.98,   21.2823, -940.773,  3.7862900407E+05, -0.3557826,   13.6596,/L,  166.3062,  06 47 03.9750,
 2021-Sep-06 00:00,*,m, 10 18 57.02, +15 35 30.8,   -5.325,  6.124,    1.34086,  355.618986,  -6.309181,  188.059798,   1.523216,  131.92,  -218.42,   21.3520, -943.773,  3.7741640853E+05, -0.3147394,   13.2709,/L,  166.6959,  07 47 04.8510,
 2021-Sep-06 01:00,*,m, 10 20 35.11, +15 25 38.9,   -5.294,  6.100,    1.26842,  355.499243,  -6.299081,  187.549936,   1.522882,  132.58,  -213.10,   21.4133, -946.380,  3.7638395572E+05, -0.2562163,   12.9061,/L,  167.0617,  08 47 05.7552,
 2021-Sep-06 02:00,*,m, 10 22 05.57, +15 15 03.3,   -5.264,  6.076,    1.20090,  355.355525,  -6.267051,  187.040073,   1.522547,  133.13,  -207.86,   21.4679, -948.443,  3.7558830460E+05, -0.1838820,   12.5566,/L,  167.4121,  09 47 06.6834,
 2021-Sep-06 03:00,*,m, 10 23 31.02, +15 03 39.0,   -5.232,  6.051,    1.13633,  355.198174,  -6.215544,  186.530208,   1.522212,  133.60,  -202.54,   21.5176, -949.844,  3.7507104566E+05, -0.1023935,   12.2133,/L,  167.7564,  10 47 07.6297,
 2021-Sep-06 04:00,*,m, 10 24 54.41, +14 51 24.2,   -5.198,  6.024,    1.07294,  355.038563,  -6.148401,  186.020342,   1.521876,  134.01,  -196.99,   21.5646, -950.511,  3.7485568867E+05, -0.0170798,   11.8666,/L,  168.1039,  11 47 08.5870,
 2021-Sep-06 05:00,*,m, 10 26 18.85, +14 38 20.2,   -5.161,  5.994,    1.00920,  354.888276,  -6.070563,  185.510475,   1.521539,  134.41,  -191.06,   21.6110, -950.420,  3.7494591541E+05,  0.0664394,   11.5076,/L,  168.4638,  12 47 09.5475,
 2021-Sep-06 06:00,*,m, 10 27 47.36, +14 24 31.7,   -5.119,  5.961,    0.94400,  354.758263,  -5.987695,  185.000608,   1.521202,  134.86,  -184.66,   21.6587, -949.605,  3.7532526976E+05,  0.1426647,   11.1285,/L,  168.8437,  13 47 10.5032,
 2021-Sep-06 07:00,*,m, 10 29 22.66, +14 10 05.6,   -5.074,  5.922,    0.87666,  354.658059,  -5.905742,  184.490739,   1.520864,  135.40,  -177.71,   21.7094, -948.147,  3.7595831839E+05,  0.2066160,   10.7232,/L,  169.2500,  14 47 11.4464,
 2021-Sep-06 08:00,*,m, 10 31 06.95, +13 55 11.1,   -5.024,  5.878,    0.80706,  354.595132,  -5.830465,  183.980870,   1.520525,  136.10,  -170.19,   21.7642, -946.174,  3.7679317063E+05,  0.2541825,   10.2876,/L,  169.6866,  15 47 12.3704,
 2021-Sep-06 09:00,*,m, 10 33 01.80, +13 39 58.6,   -4.969,  5.826,    0.73558,  354.574420,  -5.767019,  183.471000,   1.520186,  137.04,  -162.12,   21.8239, -943.846,  3.7776511962E+05,  0.2823918,    9.8204,/L,  170.1549,  16 47 13.2697,
 2021-Sep-06 10:00,*,m, 10 35 08.05, +13 24 38.6,   -4.911,  5.766,    0.66311,  354.598082,  -5.719594,  182.961129,   1.519846,  138.27,  -153.57,   21.8886, -941.343,  3.7880107940E+05,  0.2895812,    9.3231,/L,  170.6533,  17 47 14.1405,
 2021-Sep-06 11:00,C, , 10 37 25.80, +13 09 21.5,   -4.849,  5.696,    0.59097,  354.665453,  -5.691148,  182.451258,   1.519505,  139.88,  -144.63,   21.9581, -938.853,  3.7982445159E+05,  0.2754652,    8.8004,/L,  171.1772,  18 47 14.9813,
 2021-Sep-06 12:00,A, , 10 39 54.41, +12 54 16.3,   -4.786,  5.616,    0.52073,  354.773197,  -5.683252,  181.941387,   1.519164,  141.95,  -135.48,   22.0313, -936.559,  3.8076005982E+05,  0.2411072,    8.2601,/L,  171.7189,  19 47 15.7921,
 2021-Sep-06 13:00, , , 10 42 32.57, +12 39 30.8,   -4.723,  5.527,    0.45410,  354.915608,  -5.696039,  181.431515,   1.518823,  144.56,  -126.30,   22.1072, -934.626,  3.8153882907E+05,  0.1888092,    7.7128,/L,  172.2675,  20 47 16.5754,
 2021-Sep-06 14:00, , , 10 45 18.40, +12 25 10.4,   -4.661,  5.428,    0.39272,  355.085021,  -5.728244,  180.921643,   1.518480,  147.80,  -117.32,   22.1843, -933.197,  3.8210194570E+05,  0.1219366,    7.1721,/L,  172.8096,  21 47 17.3355,
 2021-Sep-06 15:00, , , 10 48 09.60, +12 11 19.0,   -4.603,  5.321,    0.33801,  355.272304,  -5.777333,  180.411770,   1.518137,  151.75,  -108.78,   22.2610, -932.378,  3.8240429852E+05,  0.0446968,    6.6533,/L,  173.3297,  22 47 18.0782,
 2021-Sep-06 16:00, , , 10 51 03.56, +11 57 57.8,   -4.550,  5.212,    0.29103,  355.467394,  -5.839683,  179.901898,   1.517794,  156.46,  -100.96,   22.3359, -932.244,  3.8241706143E+05, -0.0381141,    6.1731,/L,  173.8110,  23 47 18.8107,
 2021-Sep-06 17:00, , , 10 53 57.51, +11 45 06.4,   -4.505,  5.104,    0.25236,  355.659850,  -5.910822,  179.392025,   1.517450,  161.94,   -94.10,   22.4074, -932.827,  3.8212932772E+05, -0.1213834,    5.7479,/L,  174.2374,  00 47 19.5407,
 2021-Sep-06 18:00, , , 10 56 48.69, +11 32 41.9,   -4.468,  5.005,    0.22207,  355.839417,  -5.985702,  178.882153,   1.517106,  168.12,   -88.42,   22.4745, -934.119,  3.8154874549E+05, -0.1999628,    5.3914,/L,  174.5948,  01 47 20.2762,
 2021-Sep-06 19:00, , , 10 59 34.47, +11 20 40.1,   -4.442,  4.921,    0.19976,  355.996577,  -6.058991,  178.372281,   1.516761,  174.83,   -84.06,   22.5360, -936.072,  3.8070113402E+05, -0.2689523,    5.1129,/L,  174.8741,  02 47 21.0249,
 2021-Sep-06 20:00, , , 11 02 12.53, +11 08 55.0,   -4.426,  4.857,    0.18458,  356.123081,  -6.125396,  177.862409,   1.516416,  181.83,   -81.04,   22.5914, -938.600,  3.7962908866E+05, -0.3239772,    4.9142,/T,  175.0733,  03 47 21.7935,
 2021-Sep-06 21:00,N, , 11 04 40.98, +10 57 19.6,   -4.419,  4.815,    0.17540,  356.212441,  -6.179978,  177.352537,   1.516070,  188.82,   -79.26,   22.6403, -941.577,  3.7838961111E+05, -0.3614506,    4.7898,/T,  175.1981,  04 47 22.5874,
 2021-Sep-06 22:00,*,m, 11 06 58.47, +10 45 46.1,   -4.420,  4.794,    0.17089,  356.260364,  -6.218470,  176.842667,   1.515724,  195.55,   -78.51,   22.6826, -944.852,  3.7705084004E+05, -0.3788087,    4.7273,/T,  175.2608,  05 47 23.4105,
 2021-Sep-06 23:00,*,m, 11 09 04.33, +10 34 06.4,   -4.426,  4.789,    0.16976,  356.265081,  -6.237570,  176.332797,   1.515377,  201.83,   -78.54,   22.7185, -948.245,  3.7568800523E+05, -0.3747036,    4.7110,/T,  175.2772,  06 47 24.2645,
 2021-Sep-07 00:00,*,m, 11 10 58.60, +10 22 12.7,   -4.436,  4.794,    0.17082,  356.227562,  -6.235200,  175.822928,   1.515030,  207.58,   -79.06,   22.7484, -951.565,  3.7437878912E+05, -0.3491367,    4.7252,/T,  175.2631,  07 47 25.1490,
 2021-Sep-07 01:00,*,m, 11 12 42.08, +10 09 57.9,   -4.446,  4.805,    0.17317,  356.151554,  -6.210683,  175.313060,   1.514682,  212.84,   -79.85,   22.7731, -954.620,  3.7319834687E+05, -0.3035122,    4.7572,/T,  175.2311,  08 47 26.0616,
 2021-Sep-07 02:00,*,m, 11 14 16.30, +09 57 16.1,   -4.457,  4.819,    0.17625,  356.043430,  -6.164851,  174.803193,   1.514335,  217.67,   -80.77,   22.7933, -957.226,  3.7221430153E+05, -0.2405949,    4.7990,/T,  175.1891,  09 47 26.9982,
 2021-Sep-07 03:00,*,m, 11 15 43.41, +09 44 03.2,   -4.466,  4.836,    0.17991,  355.911823,  -6.100021,  174.293328,   1.513987,  222.21,   -81.76,   22.8100, -959.230,  3.7148207955E+05, -0.1643623,    4.8482,/T,  175.1399,  10 47 27.9527,
 2021-Sep-07 04:00,*,m, 11 17 06.08, +09 30 17.3,   -4.476,  4.856,    0.18435,  355.767074,  -6.019865,  173.783464,   1.513638,  226.55,   -82.86,   22.8242, -960.513,  3.7104096877E+05, -0.0797527,    4.9073,/T,  175.0806,  11 47 28.9182,
 2021-Sep-07 05:00,*,m, 11 18 27.29, +09 15 58.5,   -4.485,  4.881,    0.19013,  355.620508,  -5.929146,  173.273602,   1.513289,  230.80,   -84.18,   22.8367, -961.008,  3.7091125246E+05,  0.0076773,    4.9834,/T,  175.0044,  12 47 29.8869,
 2021-Sep-07 06:00,*,m, 11 19 50.13, +09 01 09.0,   -4.496,  4.914,    0.19810,  355.483617,  -5.833359,  172.763741,   1.512940,  235.03,   -85.88,   22.8486, -960.704,  3.7109269434E+05,  0.0921549,    5.0865,/T,  174.9010,  13 47 30.8506,
 2021-Sep-07 07:00,*,m, 11 21 17.55, +08 45 53.1,   -4.509,  4.958,    0.20933,  355.367228,  -5.738300,  172.253883,   1.512591,  239.25,   -88.16,   22.8605, -959.645,  3.7156452641E+05,  0.1681168,    5.2286,/T,  174.7586,  14 47 31.8019,
 2021-Sep-07 08:00,*,m, 11 22 52.17, +08 30 16.4,   -4.526,  5.015,    0.22503,  355.280728,  -5.649614,  171.744026,   1.512241,  243.42,   -91.22,   22.8730, -957.931,  3.7228694284E+05,  0.2306133,    5.4211,/T,  174.5656,  15 47 32.7338,
 2021-Sep-07 09:00,*,m, 11 24 36.07, +08 14 25.5,   -4.549,  5.085,    0.24652,  355.231434,  -5.572364,  171.234171,   1.511891,  247.48,   -95.24,   22.8862, -955.703,  3.7320395365E+05,  0.2756538,    5.6741,/T,  174.3120,  16 47 33.6410,
 2021-Sep-07 10:00,*,m, 11 26 30.71, +07 58 27.1,   -4.578,  5.169,    0.27510,  355.224145,  -5.510662,  170.724319,   1.511541,  251.34,  -100.31,   22.9003, -953.138,  3.7424732725E+05,  0.3004623,    5.9942,/T,  173.9911,  17 47 34.5198,
 2021-Sep-07 11:00,C,m, 11 28 36.78, +07 42 27.9,   -4.615,  5.263,    0.31201,  355.260903,  -5.467403,  170.214468,   1.511191,  254.91,  -106.50,   22.9148, -950.429,  3.7534127025E+05,  0.3036303,    6.3840,/T,  173.6002,  18 47 35.3684,
 2021-Sep-07 12:00,A, , 11 30 54.26, +07 26 34.0,   -4.659,  5.363,    0.35833,  355.340964,  -5.444101,  169.704620,   1.510841,  258.14,  -113.78,   22.9293, -947.774,  3.7640746192E+05,  0.2851615,    6.8421,/T,  173.1410,  19 47 36.1871,
 2021-Sep-07 13:00, , , 11 33 22.40, +07 10 50.3,   -4.710,  5.465,    0.41487,  355.460952,  -5.440837,  169.194774,   1.510490,  261.00,  -122.08,   22.9431, -945.362,  3.7737007568E+05,  0.2464222,    7.3630,/T,  172.6188,  20 47 36.9783,
 2021-Sep-07 14:00, , , 11 35 59.78, +06 55 20.3,   -4.768,  5.566,    0.48207,  355.615154,  -5.456310,  168.684931,   1.510139,  263.48,  -131.28,   22.9555, -943.361,  3.7816046804E+05,  0.1900094,    7.9381,/T,  172.0423,  21 47 37.7463,
 2021-Sep-07 15:00, , , 11 38 44.47, +06 40 06.4,   -4.831,  5.662,    0.55993,  355.795929,  -5.487972,  168.175090,   1.509788,  265.61,  -141.22,   22.9657, -941.915,  3.7872127961E+05,  0.1195588,    8.5565,/T,  171.4223,  22 47 38.4970,
 2021-Sep-07 16:00, , , 11 41 34.10, +06 25 09.4,   -4.899,  5.751,    0.64791,  355.994187,  -5.532223,  167.665252,   1.509437,  267.44,  -151.72,   22.9730, -941.128,  3.7900976051E+05,  0.0395091,    9.2059,/T,  170.7713,  23 47 39.2374,
 2021-Sep-07 17:00, , , 11 44 26.06, +06 10 28.9,   -4.969,  5.832,    0.74495,  356.199910,  -5.584660,  167.155416,   1.509086,  268.99,  -162.61,   22.9770, -941.067,  3.7900019266E+05, -0.0451619,    9.8731,/T,  170.1024,  00 47 39.9753,
 2021-Sep-07 18:00, , , 11 47 17.58, +05 56 03.2,   -5.041,  5.905,    0.84944,  356.402701,  -5.640354,  166.645583,   1.508735,  270.33,  -173.70,   22.9774, -941.760,  3.7868533022E+05, -0.1292172,   10.5450,/T,  169.4288,  01 47 40.7188,
 2021-Sep-07 19:00, , , 11 50 05.93, +05 41 49.8,   -5.114,  5.968,    0.95935,  356.592336,  -5.694150,  166.135753,   1.508384,  271.50,  -184.79,   22.9740, -943.188,  3.7807681638E+05, -0.2074482,   11.2089,/T,  168.7634,  02 47 41.4755,
 2021-Sep-07 20:00, , , 11 52 48.53, +05 27 45.1,   -5.185,  6.023,    1.07233,  356.759315,  -5.740968,  165.625927,   1.508033,  272.52,  -195.71,   22.9672, -945.292,  3.7720456444E+05, -0.2749611,   11.8531,/T,  168.1176,  03 47 42.2521,
 2021-Sep-07 21:00,N, , 11 55 23.14, +05 13 45.3,   -5.254,  6.069,    1.18592,  356.895396,  -5.776115,  165.116103,   1.507682,  273.44,  -206.29,   22.9571, -947.971,  3.7611511787E+05, -0.3274562,   12.4678,/T,  167.5014,  04 47 43.0541,
 2021-Sep-07 22:00,*, , 11 57 47.98, +04 59 46.1,   -5.319,  6.109,    1.29773,  356.994088,  -5.795575,  164.606283,   1.507330,  274.28,  -216.39,   22.9444, -951.089,  3.7486903452E+05, -0.3614892,   13.0451,/T,  166.9228,  05 47 43.8851,
 2021-Sep-07 23:00,*,m, 12 00 01.80, +04 45 43.5,   -5.381,  6.142,    1.40570,  357.051091,  -5.796283,  164.096466,   1.506979,  275.06,  -225.89,   22.9294, -954.479,  3.7353738033E+05, -0.3747021,   13.5798,/T,  166.3869,  06 47 44.7470,
 2021-Sep-08 00:00,*,m, 12 02 04.08, +04 31 33.5,   -5.437,  6.170,    1.50833,  357.064640,  -5.776349,  163.586653,   1.506628,  275.80,  -234.71,   22.9129, -957.949,  3.7219746932E+05, -0.3660078,   14.0695,/T,  165.8961,  07 47 45.6394,
 2021-Sep-08 01:00,*,m, 12 03 54.98, +04 17 13.0,   -5.489,  6.193,    1.60478,  357.035714,  -5.735231,  163.076844,   1.506277,  276.53,  -242.81,   22.8953, -961.297,  3.7092805036E+05, -0.3357098,   14.5151,/T,  165.4497,  08 47 46.5598,
 2021-Sep-08 02:00,*,m, 12 05 35.44, +04 02 39.5,   -5.535,  6.213,    1.69506,  356.968085,  -5.673815,  162.567039,   1.505926,  277.24,  -250.19,   22.8770, -964.321,  3.6980421083E+05, -0.2855367,   14.9203,/T,  165.0435,  09 47 47.5042,
 2021-Sep-08 03:00,*,m, 12 07 07.09, +03 47 51.7,   -5.577,  6.229,    1.78005,  356.868159,  -5.594399,  162.057238,   1.505575,  277.94,  -256.90,   22.8582, -966.837,  3.6889233208E+05, -0.2185765,   15.2922,/T,  164.6709,  10 47 48.4664,
 2021-Sep-08 04:00,*,m, 12 08 32.20, +03 32 49.2,   -5.615,  6.244,    1.86139,  356.744617,  -5.500568,  161.547441,   1.505224,  278.63,  -263.06,   22.8390, -968.690,  3.6824547619E+05, -0.1391027,   15.6400,/T,  164.3222,  11 47 49.4396,
 2021-Sep-08 05:00,*,m, 12 09 53.48, +03 17 33.0,   -5.649,  6.257,    1.94144,  356.607843,  -5.396942,  161.037648,   1.504874,  279.31,  -268.80,   22.8194, -969.768,  3.6789959196E+05, -0.0522945,   15.9751,/T,  163.9864,  12 47 50.4158,
 2021-Sep-08 06:00,*,m, 12 11 13.95, +03 02 04.8,   -5.682,  6.269,    2.02301,  356.469204,  -5.288841,  160.527860,   1.504523,  279.98,  -274.30,   22.7990, -970.015,  3.6787088776E+05,  0.0361272,   16.3096,/T,  163.6511,  13 47 51.3870,
 2021-Sep-08 07:00,*,m, 12 12 36.68, +02 46 27.3,   -5.713,  6.281,    2.10920,  356.340228,  -5.181866,  160.018077,   1.504173,  280.62,  -279.74,   22.7774, -969.433,  3.6815462708E+05,  0.1203197,   16.6560,/T,  163.3039,  14 47 52.3457,
 2021-Sep-08 08:00,*,m, 12 14 04.56, +02 30 43.5,   -5.745,  6.293,    2.20317,  356.231764,  -5.081462,  159.508298,   1.503823,  281.22,  -285.32,   22.7541, -968.084,  3.6872546847E+05,  0.1947496,   17.0258,/T,  162.9332,  15 47 53.2850,
 2021-Sep-08 09:00,*,m, 12 15 40.13, +02 14 56.7,   -5.779,  6.305,    2.30788,  356.153216,  -4.992492,  158.998524,   1.503473,  281.79,  -291.23,   22.7285, -966.084,  3.6953931634E+05,  0.2545936,   17.4288,/T,  162.5292,  16 47 54.1995,
 2021-Sep-08 10:00,*,m, 12 17 25.37, +01 59 09.8,   -5.815,  6.318,    2.42596,  356.111911,  -4.918875,  158.488755,   1.503124,  282.29,  -297.60,   22.6999, -963.592,  3.7053649938E+05,  0.2960699,   17.8727,/T,  162.0841,  17 47 55.0856,
 2021-Sep-08 11:00,C,m, 12 19 21.58, +01 43 25.4,   -5.855,  6.330,    2.55954,  356.112656,  -4.863318,  157.978991,   1.502775,  282.74,  -304.56,   22.6677, -960.795,  3.7164597564E+05,  0.3166738,   18.3624,/T,  161.5932,  18 47 55.9415,
 2021-Sep-08 12:00,A, , 12 21 29.36, +01 27 45.5,   -5.898,  6.342,    2.71011,  356.157506,  -4.827152,  157.469232,   1.502426,  283.13,  -312.19,   22.6313, -957.897,  3.7279019213E+05,  0.3153052,   18.8997,/T,  161.0545,  19 47 56.7675,
 2021-Sep-08 13:00, , , 12 23 48.53, +01 12 11.1,   -5.946,  6.353,    2.87847,  356.245727,  -4.810295,  156.959478,   1.502077,  283.47,  -320.52,   22.5900, -955.103,  3.7389020879E+05,  0.2922888,   19.4836,/T,  160.4691,  20 47 57.5660,
 2021-Sep-08 14:00, , , 12 26 18.22, +00 56 42.6,   -5.998,  6.363,    3.06461,  356.373951,  -4.811303,  156.449730,   1.501729,  283.74,  -329.54,   22.5436, -952.603,  3.7487072216E+05,  0.2493010,   20.1102,/T,  159.8409,  21 47 58.3413,
 2021-Sep-08 15:00, , , 12 28 56.92, +00 41 19.4,   -6.054,  6.373,    3.26774,  356.536466,  -4.827525,  155.939986,   1.501381,  283.98,  -339.21,   22.4919, -950.567,  3.7566467942E+05,  0.1892187,   20.7733,/T,  159.1762,  22 47 59.0993,
 2021-Sep-08 16:00, , , 12 31 42.60, +00 26 00.3,   -6.113,  6.380,    3.48621,  356.725615,  -4.855310,  155.430248,   1.501033,  284.17,  -349.45,   22.4350, -949.132,  3.7621724240E+05,  0.1159124,   21.4647,/T,  158.4831,  23 47 59.8470,
